,album,track_number,id,name,uri,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
84,Patriots Day (Original Motion Picture Soundtrack),1,1p8Jx8YbwSHnswsUeoxh6J,Them and Us,spotify:track:1p8Jx8YbwSHnswsUeoxh6J,258457,5,1,4,0.713,0.332,0.329,0.827,0.203,-16.033,0.0316,178.05,0.192,23
85,Patriots Day (Original Motion Picture Soundtrack),2,3d9C3hdUxI4OloLcSpOI1k,We Forget Who We Are,spotify:track:3d9C3hdUxI4OloLcSpOI1k,295635,0,1,3,0.981,0.172,0.108,0.894,0.062,-24.43,0.0401,70.687,0.0377,30
86,Patriots Day (Original Motion Picture Soundtrack),3,3KLWUQ2qhMacQWP3QVxLtA,The Place You Are Right Now,spotify:track:3KLWUQ2qhMacQWP3QVxLtA,426351,5,1,4,0.931,0.479,0.268,0.919,0.0799,-20.799,0.0332,131.97,0.0852,18
87,Patriots Day (Original Motion Picture Soundtrack),4,2L4EMhHMNd2x2EGpfPXJE5,Inquiries,spotify:track:2L4EMhHMNd2x2EGpfPXJE5,278311,2,0,4,0.994,0.18,0.097,0.941,0.0992,-24.079,0.0453,71.867,0.035,16
88,Patriots Day (Original Motion Picture Soundtrack),5,0rcPJnDhqN8flgOf0uTYUO,Trails,spotify:track:0rcPJnDhqN8flgOf0uTYUO,353719,9,1,3,0.98,0.404,0.111,0.901,0.076,-23.063,0.0363,76.041,0.0334,16
89,Patriots Day (Original Motion Picture Soundtrack),6,18SpDeOPIkMBQySsyzNQpU,Broken Glass,spotify:track:18SpDeOPIkMBQySsyzNQpU,305326,11,0,3,0.893,0.222,0.283,0.941,0.072,-20.954,0.0379,102.001,0.0363,15
90,Patriots Day (Original Motion Picture Soundtrack),7,6gwFTF3Em3t7CDpgkyQZ3J,Nobody Cares About Me,spotify:track:6gwFTF3Em3t7CDpgkyQZ3J,252943,2,1,4,0.988,0.183,0.181,0.949,0.107,-20.743,0.0509,88.058,0.033,14
91,Patriots Day (Original Motion Picture Soundtrack),8,1eoOsZ6dnCFVc0tsxQEpMZ,The Night Drive,spotify:track:1eoOsZ6dnCFVc0tsxQEpMZ,734340,9,1,3,0.9,0.378,0.326,0.91,0.263,-16.566,0.0354,120.003,0.036,16
92,Patriots Day (Original Motion Picture Soundtrack),9,5Fla8zfyNFP9P6oNepdVQI,Escape,spotify:track:5Fla8zfyNFP9P6oNepdVQI,394376,9,0,4,0.802,0.542,0.366,0.919,0.0844,-16.419,0.0448,119.989,0.108,14
93,Patriots Day (Original Motion Picture Soundtrack),10,2VKYmvbecSFR2WdcBz6kpj,Terminus,spotify:track:2VKYmvbecSFR2WdcBz6kpj,174830,7,0,5,0.303,0.187,0.222,0.871,0.0815,-13.759,0.0434,168.715,0.0377,13
94,Patriots Day (Original Motion Picture Soundtrack),11,7eHQGZZhHAxCi7UQaFg8vO,Long Shadows on the Street,spotify:track:7eHQGZZhHAxCi7UQaFg8vO,430372,5,1,4,0.917,0.155,0.119,0.929,0.0852,-19.239,0.0408,66.881,0.0491,18
95,Patriots Day (Original Motion Picture Soundtrack),12,0ophFQwbHbfXbnawgsa1Mf,Resolve,spotify:track:0ophFQwbHbfXbnawgsa1Mf,214358,10,1,4,0.891,0.616,0.135,0.862,0.0983,-15.629,0.0319,126.003,0.0793,24
96,Before the Flood (Music from the Motion Picture),1,468tNXWV1KQWMfBmtwakyX,Before the Flood,spotify:track:468tNXWV1KQWMfBmtwakyX,473727,7,0,4,0.925,0.691,0.328,0.935,0.104,-14.93,0.0633,130.014,0.224,35
97,Before the Flood (Music from the Motion Picture),2,1ixSXH4wf5oHmGA07zoK3o,A Minute to Breathe,spotify:track:1ixSXH4wf5oHmGA07zoK3o,367835,5,1,4,0.953,0.481,0.0533,0.69,0.0948,-17.591,0.038,115.887,0.04,34
98,Before the Flood (Music from the Motion Picture),3,1uySOOdW8MEMcj1dTMzyzc,Between Two Poles,spotify:track:1uySOOdW8MEMcj1dTMzyzc,486539,4,0,4,0.984,0.144,0.19,0.944,0.0836,-18.943,0.0409,74.456,0.0398,32
99,Before the Flood (Music from the Motion Picture),4,7AIKKNvjaFyfnqUSFjAN3O,Dust Bowl,spotify:track:7AIKKNvjaFyfnqUSFjAN3O,170934,10,1,4,0.966,0.621,0.195,0.897,0.101,-21.558,0.0472,130.035,0.155,31
100,Before the Flood (Music from the Motion Picture),5,65ROuREUdXBKfTVoSkQRRJ,Thin Ice,spotify:track:65ROuREUdXBKfTVoSkQRRJ,65777,0,0,4,0.975,0.285,0.129,0.747,0.11,-20.141,0.0383,101.767,0.101,28
101,Before the Flood (Music from the Motion Picture),6,1ezqT8mFWe2SAL6yrbwE1A,And When the Sky Was Opened,spotify:track:1ezqT8mFWe2SAL6yrbwE1A,395397,9,0,4,0.968,0.121,0.0483,0.905,0.125,-25.524,0.0408,66.026,0.0558,34
102,Before the Flood (Music from the Motion Picture),7,1MHcin1wN5yo8XTweWKbMK,Ghost Nets,spotify:track:1MHcin1wN5yo8XTweWKbMK,313477,5,0,4,0.92,0.299,0.0988,0.889,0.125,-27.791,0.0382,79.767,0.0355,34
103,Before the Flood (Music from the Motion Picture),8,212gMdPvhR1oRmguYFILIF,Trembling,spotify:track:212gMdPvhR1oRmguYFILIF,301984,4,0,3,0.971,0.236,0.174,0.911,0.0834,-18.832,0.0424,125.442,0.0479,26
104,Before the Flood (Music from the Motion Picture),9,4uGSZ0ScCexZLIVGZbgACM,One More Step,spotify:track:4uGSZ0ScCexZLIVGZbgACM,212731,9,0,4,0.959,0.465,0.0901,0.953,0.125,-23.446,0.0331,159.955,0.0367,25
105,Before the Flood (Music from the Motion Picture),10,4KW6SotIpgtCeAwE5Z1ncX,Huaynaputina,spotify:track:4KW6SotIpgtCeAwE5Z1ncX,399568,3,0,4,0.978,0.0854,0.114,0.909,0.0788,-21.819,0.0353,64.151,0.0395,29
106,Before the Flood (Music from the Motion Picture),11,7KxbGR47kDp0FR8cXXAO56,At Dusk,spotify:track:7KxbGR47kDp0FR8cXXAO56,341749,0,1,4,0.863,0.19,0.346,0.896,0.0826,-15.564,0.0339,136.724,0.078,28
107,Before the Flood (Music from the Motion Picture),12,6Q6g4lLdvIQaaRFOl3faLh,Thin Ice Reimagined,spotify:track:6Q6g4lLdvIQaaRFOl3faLh,369483,0,1,3,0.936,0.196,0.215,0.783,0.11,-20.751,0.0326,73.612,0.0672,25
108,Before the Flood (Music from the Motion Picture),13,3BHHgRBpCpQV5QQ5FfS3B2,Disappearing Act,spotify:track:3BHHgRBpCpQV5QQ5FfS3B2,232765,7,1,1,0.635,0.712,0.346,0.899,0.0519,-15.651,0.0543,146.001,0.83,23
109,Before the Flood (Music from the Motion Picture),14,3qMjQLoHFTceSQKMxInHrD,The Melting Pot,spotify:track:3qMjQLoHFTceSQKMxInHrD,125544,11,1,4,0.294,0.174,0.123,0.889,0.108,-18.812,0.0369,110.807,0.0308,23
110,Before the Flood (Music from the Motion Picture),15,4cPCOmjsjyCtzYJO0mb5Mg,8 Billion,spotify:track:4cPCOmjsjyCtzYJO0mb5Mg,521653,10,1,3,0.462,0.152,0.135,0.853,0.113,-18.748,0.0469,135.184,0.0365,32
111,Before the Flood (Music from the Motion Picture),16,6mHyr0EdWB6H5IzyBCcmoA,One Perfect Moment,spotify:track:6mHyr0EdWB6H5IzyBCcmoA,608873,2,1,3,0.981,0.14,0.153,0.884,0.0862,-17.939,0.0429,69.586,0.0378,24
112,Before the Flood (Music from the Motion Picture),17,6jnaH09mWBekKpyVnuh4UQ,A Minute Later,spotify:track:6jnaH09mWBekKpyVnuh4UQ,106544,5,1,4,0.687,0.0991,0.28,0.833,0.111,-14.925,0.0334,89.187,0.0397,25
113,Before the Flood (Music from the Motion Picture),18,1OJ1GHIHt5SrZXWlYsmgWB,After the Flood,spotify:track:1OJ1GHIHt5SrZXWlYsmgWB,309454,5,1,4,0.542,0.356,0.305,0.937,0.172,-15.858,0.0281,57.498,0.0387,33
114,The Girl With the Dragon Tattoo,1,3g5kQgKEllNBUklsmARGg8,Immigrant Song,spotify:track:3g5kQgKEllNBUklsmARGg8,167509,11,1,4,0.000417,0.586,0.924,0.956,0.435,-5.912,0.0956,120.003,0.0811,42
115,The Girl With the Dragon Tattoo,2,7KzsywDmcLTGE8I3ftfgOK,She Reminds Me of You,spotify:track:7KzsywDmcLTGE8I3ftfgOK,265004,0,0,4,0.87,0.303,0.154,0.926,0.105,-22.093,0.0289,77.981,0.197,24
116,The Girl With the Dragon Tattoo,3,5C6WfnqWoPwO6WJNyhfcUt,People Lie All the Time,spotify:track:5C6WfnqWoPwO6WJNyhfcUt,250503,0,1,3,0.957,0.661,0.094,0.901,0.119,-23.178,0.0278,138.023,0.0381,20
117,The Girl With the Dragon Tattoo,4,7nlPitb1i3j47p28NyUhLU,Pinned and Mounted,spotify:track:7nlPitb1i3j47p28NyUhLU,304393,2,1,1,0.849,0.669,0.324,0.909,0.0809,-13.978,0.0355,104.008,0.0529,20
118,The Girl With the Dragon Tattoo,5,2QULjbmWnVqZG6HaeKU1rq,Perihelion,spotify:track:2QULjbmWnVqZG6HaeKU1rq,361882,6,1,3,0.938,0.127,0.121,0.896,0.0802,-25.871,0.0429,73.014,0.027,19
119,The Girl With the Dragon Tattoo,6,74OLST8WbPGinOStWNqYTN,What If We Could?,spotify:track:74OLST8WbPGinOStWNqYTN,247898,9,0,3,0.915,0.213,0.134,0.9,0.0627,-19.533,0.0308,140.439,0.0386,29
120,The Girl With the Dragon Tattoo,7,6YFaeHaSDePGGoMzZhoVjs,With the Flies,spotify:track:6YFaeHaSDePGGoMzZhoVjs,461540,10,1,4,0.91,0.0962,0.195,0.923,0.0985,-22.647,0.0355,77.458,0.0377,17
121,The Girl With the Dragon Tattoo,8,6n6MrrJkllDkZrUmPcZTSn,Hidden in Snow,spotify:track:6n6MrrJkllDkZrUmPcZTSn,318883,2,1,3,0.808,0.506,0.0262,0.859,0.111,-21.913,0.0307,79.01,0.0329,19
122,The Girl With the Dragon Tattoo,9,7v7J3J9UUzimxv005Bd2zp,A Thousand Details,spotify:track:7v7J3J9UUzimxv005Bd2zp,238672,10,0,4,0.337,0.488,0.658,0.798,0.0953,-10.086,0.0307,125.053,0.137,19
123,The Girl With the Dragon Tattoo,10,3iWh9Ion3RaWhrHvo0HvAG,One Particular Moment,spotify:track:3iWh9Ion3RaWhrHvo0HvAG,420797,2,1,4,0.969,0.265,0.0812,0.912,0.0754,-24.243,0.0377,103.991,0.0282,17
124,The Girl With the Dragon Tattoo,11,2uztwLGLx9HZb3FxmfUmQQ,I Can't Take It Anymore,spotify:track:2uztwLGLx9HZb3FxmfUmQQ,108340,7,1,4,0.936,0.255,0.121,0.918,0.171,-19.031,0.0342,102.533,0.0415,16
125,The Girl With the Dragon Tattoo,12,3HiNkF7j2JUTxTxLpy5x2i,How Brittle the Bones,spotify:track:3HiNkF7j2JUTxTxLpy5x2i,109036,2,1,3,0.822,0.704,0.268,0.918,0.112,-15.318,0.0407,99.003,0.0327,16
126,The Girl With the Dragon Tattoo,13,2dDhB7Hypoi3gjztIQzPTi,Please Take Your Hand Away,spotify:track:2dDhB7Hypoi3gjztIQzPTi,360001,7,1,4,0.936,0.0984,0.244,0.874,0.0974,-17.742,0.0363,65.172,0.0303,17
127,The Girl With the Dragon Tattoo,14,0j77ESkAmD9gykiza9s55K,Cut into Pieces,spotify:track:0j77ESkAmD9gykiza9s55K,243414,7,1,3,0.107,0.221,0.33,0.94,0.102,-17.581,0.0385,102.205,0.0343,14
128,The Girl With the Dragon Tattoo,15,6sz2xhkUjIlfLsxVBBAYDg,The Splinter,spotify:track:6sz2xhkUjIlfLsxVBBAYDg,152747,7,0,4,0.889,0.341,0.236,0.953,0.326,-20.42,0.031,176.144,0.0328,15
129,The Girl With the Dragon Tattoo,16,0o7OlqnC41LuqmPADeJseg,An Itch,spotify:track:0o7OlqnC41LuqmPADeJseg,249491,7,1,4,0.0756,0.405,0.492,0.844,0.0953,-16.356,0.0348,135.033,0.0404,16
130,The Girl With the Dragon Tattoo,17,1b4DBYH2Xi5zXGYk1Q17oG,Hypomania,spotify:track:1b4DBYH2Xi5zXGYk1Q17oG,347702,8,1,4,0.577,0.334,0.383,0.933,0.0959,-14.864,0.033,115.976,0.181,14
131,The Girl With the Dragon Tattoo,18,1wSvd0WxasZBNyADXEKmlm,Under the Midnight Sun,spotify:track:1wSvd0WxasZBNyADXEKmlm,421024,11,1,4,0.833,0.199,0.0908,0.911,0.207,-26.572,0.0426,143.097,0.0317,16
132,The Girl With the Dragon Tattoo,19,66VpopZvQ8JnejyglFZiVl,Aphelion,spotify:track:66VpopZvQ8JnejyglFZiVl,213886,9,0,3,0.824,0.552,0.222,0.963,0.198,-21.146,0.0438,114.011,0.0859,15
133,The Girl With the Dragon Tattoo,20,3ekbJOX4Beo6iqHmfdZfMq,You're Here,spotify:track:3ekbJOX4Beo6iqHmfdZfMq,209116,7,1,4,0.855,0.613,0.554,0.889,0.11,-13.331,0.0322,103.0,0.0343,16
134,The Girl With the Dragon Tattoo,21,1U55kB4OpdIPEDmlVflQIT,The Same as the Others,spotify:track:1U55kB4OpdIPEDmlVflQIT,188844,9,0,4,0.941,0.45,0.093,0.831,0.306,-26.325,0.0321,135.932,0.225,14
135,The Girl With the Dragon Tattoo,22,3zOr1RkBYgFbrSSUpQOAM9,A Pause for Reflection,spotify:track:3zOr1RkBYgFbrSSUpQOAM9,251611,9,0,3,0.932,0.42,0.219,0.913,0.0982,-19.815,0.0306,164.075,0.0821,13
136,The Girl With the Dragon Tattoo,23,4w1ld0eaH5iiLRt4PRcJ5K,While Waiting,spotify:track:4w1ld0eaH5iiLRt4PRcJ5K,137625,0,1,3,0.986,0.457,0.13,0.797,0.0924,-17.002,0.0303,77.95,0.0653,15
137,The Girl With the Dragon Tattoo,24,4U0PYnvlcicfVkU9fDwVZH,The Seconds Drag,spotify:track:4U0PYnvlcicfVkU9fDwVZH,273799,0,0,3,0.978,0.803,0.153,0.801,0.0848,-20.543,0.0504,129.903,0.0492,13
138,The Girl With the Dragon Tattoo,25,2HZ2YNp9QB2132XUF4Rgoa,Later into the Night,spotify:track:2HZ2YNp9QB2132XUF4Rgoa,295659,5,1,4,0.885,0.391,0.116,0.93,0.0978,-24.073,0.0313,128.029,0.435,15
139,The Girl With the Dragon Tattoo,26,2wgK2I4HWA1NvR1VENAbEq,Parallel Timeline With Alternate Outcome,spotify:track:2wgK2I4HWA1NvR1VENAbEq,392576,0,1,3,0.983,0.122,0.036,0.922,0.089,-19.264,0.0399,61.909,0.0332,20
140,The Girl With the Dragon Tattoo,27,4UClmSPe7wX2OArIPUrZv1,Another Way of Caring,spotify:track:4UClmSPe7wX2OArIPUrZv1,422606,2,1,4,0.945,0.078,0.0806,0.856,0.0963,-22.196,0.0421,81.448,0.0326,12
141,The Girl With the Dragon Tattoo,28,2w2XnGMMYRNfQB9piAufmZ,A Viable Construct,spotify:track:2w2XnGMMYRNfQB9piAufmZ,194941,7,1,4,0.867,0.631,0.441,0.925,0.2,-14.22,0.0326,114.025,0.591,11
142,The Girl With the Dragon Tattoo,29,03odfO2aZzWLk1gRIfukXq,Revealed in the Thaw,spotify:track:03odfO2aZzWLk1gRIfukXq,167266,2,1,3,0.912,0.552,0.0948,0.919,0.078,-25.444,0.0394,115.985,0.0334,13
143,The Girl With the Dragon Tattoo,30,3jJuoofEN0CyDX2tJYthoF,Millennia,spotify:track:3jJuoofEN0CyDX2tJYthoF,79759,2,1,5,0.776,0.248,0.123,0.488,0.139,-19.77,0.0387,169.843,0.143,12
144,The Girl With the Dragon Tattoo,31,4oqxg9IhyKsLdCt5uUbetn,We Could Wait Forever,spotify:track:4oqxg9IhyKsLdCt5uUbetn,261694,7,1,4,0.181,0.252,0.194,0.881,0.103,-26.995,0.0456,130.791,0.102,12
145,The Girl With the Dragon Tattoo,32,6Rv8hqrGfyXQsV2Q7fVgNJ,Oraculum,spotify:track:6Rv8hqrGfyXQsV2Q7fVgNJ,501300,11,1,4,0.23,0.579,0.578,0.913,0.284,-10.243,0.0535,180.012,0.605,13
146,The Girl With the Dragon Tattoo,33,4BcaxLjgapoxlPcTS0XjZG,Great Bird of Prey,spotify:track:4BcaxLjgapoxlPcTS0XjZG,319322,2,1,3,0.275,0.566,0.615,0.828,0.138,-12.858,0.03,100.031,0.0743,13
147,The Girl With the Dragon Tattoo,34,5C5SUcg7BiQWJopwWQj7wi,The Heretics,spotify:track:5C5SUcg7BiQWJopwWQj7wi,320266,0,1,4,0.918,0.662,0.609,0.798,0.0744,-11.422,0.0306,127.934,0.339,15
148,The Girl With the Dragon Tattoo,35,6tCrjnHjTjx1RxHm3jRg1C,A Pair of Doves,spotify:track:6tCrjnHjTjx1RxHm3jRg1C,122325,10,1,4,0.96,0.555,0.124,0.915,0.223,-15.688,0.029,103.905,0.0393,12
149,The Girl With the Dragon Tattoo,36,11ghoLqRkJT9QKkLCddkNi,Infiltrator,spotify:track:11ghoLqRkJT9QKkLCddkNi,423506,4,0,4,0.399,0.531,0.677,0.916,0.553,-14.513,0.0442,123.006,0.0225,13
150,The Girl With the Dragon Tattoo,37,1AtioTkUviPpfz4bUY9WsK,The Sound of Forgetting,spotify:track:1AtioTkUviPpfz4bUY9WsK,150196,2,1,4,0.573,0.245,0.0932,0.94,0.15,-14.569,0.0376,159.558,0.0364,12
151,The Girl With the Dragon Tattoo,38,0lZOKTLj7tFLxJdtOXpJRb,Of Secrets,spotify:track:0lZOKTLj7tFLxJdtOXpJRb,205739,0,1,1,0.907,0.0936,0.129,0.926,0.179,-17.111,0.0464,88.459,0.024,12
152,The Girl With the Dragon Tattoo,39,46cBZfDpSxrECFdI0RtKGb,Is Your Love Strong Enough?,spotify:track:46cBZfDpSxrECFdI0RtKGb,269983,1,1,4,0.448,0.414,0.277,0.0422,0.315,-10.927,0.0321,147.861,0.0738,21
153,The Social Network,1,1v0uVPU6BWcbog5BiWLWVa,Hand Covers Bruise,spotify:track:1v0uVPU6BWcbog5BiWLWVa,258637,2,1,3,0.971,0.205,0.154,0.948,0.103,-25.38,0.042,114.851,0.0389,50
154,The Social Network,2,50CgC2wKmbWm4WLQKY87oP,In Motion,spotify:track:50CgC2wKmbWm4WLQKY87oP,296771,7,1,4,0.696,0.618,0.638,0.911,0.12,-12.241,0.035,124.004,0.356,50
155,The Social Network,3,1TNFOXxCmzx57mxZfuPOAN,A Familiar Taste,spotify:track:1TNFOXxCmzx57mxZfuPOAN,215778,1,1,4,0.483,0.706,0.828,0.875,0.0878,-8.615,0.0653,148.005,0.279,42
156,The Social Network,4,2cryrajucGmbV6mwNUhQPB,It Catches Up With You,spotify:track:2cryrajucGmbV6mwNUhQPB,99278,0,1,5,0.974,0.198,0.00569,0.967,0.115,-23.829,0.0457,69.906,0.0376,41
157,The Social Network,5,5hQGVKSgTsh7qaReZzVgtq,Intriguing Possibilities,spotify:track:5hQGVKSgTsh7qaReZzVgtq,264398,2,1,4,0.79,0.591,0.439,0.898,0.107,-15.027,0.0506,132.983,0.0236,45
158,The Social Network,6,3s7IxbPCt3cVSiGhZ3HwvR,Painted Sun in Abstract,spotify:track:3s7IxbPCt3cVSiGhZ3HwvR,209611,10,1,4,0.844,0.465,0.28,0.912,0.0788,-18.563,0.0336,112.032,0.135,42
159,The Social Network,7,6mJ5uZ33r2y1TRrax79k5p,3:14 Every Night,spotify:track:6mJ5uZ33r2y1TRrax79k5p,243011,6,0,3,0.767,0.168,0.0954,0.896,0.111,-26.395,0.0436,75.729,0.0273,38
160,The Social Network,8,3PK7tZzJxuoJYoik7j3p1H,Pieces Form the Whole,spotify:track:3PK7tZzJxuoJYoik7j3p1H,256178,1,1,3,0.631,0.508,0.434,0.932,0.12,-10.867,0.0276,156.037,0.0344,40
161,The Social Network,9,7pKo3vzmrlG2KcRVqzdoA5,Carbon Prevails,spotify:track:7pKo3vzmrlG2KcRVqzdoA5,233146,10,0,4,0.0631,0.43,0.368,0.853,0.0984,-11.087,0.0741,195.92,0.0929,37
162,The Social Network,10,5i4q6tlmlRQHhgFIKWIfrm,Eventually We Find Our Way,spotify:track:5i4q6tlmlRQHhgFIKWIfrm,257048,2,1,4,0.715,0.258,0.415,0.901,0.116,-14.979,0.04,180.003,0.0404,37
163,The Social Network,11,0AJUX8BRUehB6RHPZUOoYS,Penetration,spotify:track:0AJUX8BRUehB6RHPZUOoYS,74691,7,0,3,0.994,0.413,0.0752,0.864,0.112,-23.269,0.0304,165.922,0.0642,38
164,The Social Network,12,0GO1QWs0YvDmmoTHUqitvf,In the Hall of the Mountain King,spotify:track:0GO1QWs0YvDmmoTHUqitvf,141348,10,0,4,0.745,0.232,0.14,0.904,0.26,-14.009,0.0341,135.8,0.0666,43
165,The Social Network,13,7pjelKVG4cgbS6mt0DaL60,On We March,spotify:track:7pjelKVG4cgbS6mt0DaL60,254290,11,1,4,0.0875,0.56,0.286,0.902,0.121,-13.19,0.0432,148.027,0.234,38
166,The Social Network,14,2RM11uElCksFYP5P6EArNC,Magnetic,spotify:track:2RM11uElCksFYP5P6EArNC,130873,10,1,4,0.518,0.494,0.756,0.959,0.245,-9.119,0.0442,166.009,0.251,38
167,The Social Network,15,7b32aLn3gja5SECcWjD7Yz,Almost Home,spotify:track:7b32aLn3gja5SECcWjD7Yz,213080,2,1,3,0.66,0.564,0.243,0.838,0.171,-15.238,0.0307,106.001,0.215,36
168,The Social Network,16,3ndsthfZGldH8L62kDOMlF,"Hand Covers Bruise, Reprise",spotify:track:3ndsthfZGldH8L62kDOMlF,112457,2,1,4,0.995,0.159,0.063,0.805,0.124,-26.625,0.0366,76.905,0.0292,39
169,The Social Network,17,2E4kEsRBvtWu8CazZ6qiQw,Complication With Optimistic Outcome,spotify:track:2E4kEsRBvtWu8CazZ6qiQw,199715,10,1,4,0.938,0.277,0.449,0.905,0.114,-13.697,0.038,117.806,0.223,37
170,The Social Network,18,08JAdQ7sRbKRu1ccuhg5ZV,The Gentle Hum of Anxiety,spotify:track:08JAdQ7sRbKRu1ccuhg5ZV,233564,2,0,3,0.901,0.138,0.109,0.709,0.108,-21.652,0.0377,74.716,0.0528,37
171,The Social Network,19,4R5yVjajdiX8m1EYhG0Yml,Soft Trees Break the Fall,spotify:track:4R5yVjajdiX8m1EYhG0Yml,284619,10,1,3,0.982,0.257,0.152,0.894,0.0631,-22.181,0.038,176.876,0.0299,37
